id,block,registration_file,registration_commit,verdict,original_verdict_text,scored_in,counted_in_existing_64,note,census_round,changed_from,verdict_status,non_directional,scoring,prediction_id
B4h-Q2,Block 4 horizon extension,results/fixed_scale_horizon_prediction.md,cdfbf9d,FAIL,"Q2: placed fraction at 0.9 and 0.95 non-increasing in horizon, and at 64k = 0 at 0.9 and <= 0.01 at 0.95. Scored: 0.0147 at 0.9 and 0.094 at 0.95 at 64k: FAIL.",results/fixed_scale_horizons_tests.csv (Q2_pass),no,"Stop report 856327b and amendment 1 4dbb987 changed only the reproduction check's parsing, before any Q1/Q2 scoring. | evidence: results/fixed_scale_horizons_tests.csv cols frac09_64k, frac095_64k, Q2_pass; paper/WRITER_INPUTS_v4.md:287,404-405; scored be9edac",2026-09-24,,as previously scored,False,registered rule,B4h-Q2
own-S1,own-seed thresholds,results/own_threshold_prediction.md,312829f,FAIL,"S1: at 64k (preserved, levels 0.9-1.1) placed iff held R > own R_glob; agreement >= 0.95 AND beats the population rule by >= 5 pp. Scored: 0.894 (< 0.95) vs population 0.760 (+13.4 pp): FAIL.","results/own_threshold_scores.csv (row S1, col pass)",no,"Conjunctive: the 5 pp clause passes, the 0.95 clause fails; FAIL as registered (precedent C-2 (kappa)). Post hoc mirror-branch analyses (0.994 with the starting-branch threshold) are not a rescue (WRITER_INPUTS_v4.md:351). | evidence: results/own_threshold_scores.csv row S1 cols own_rule_agreement, pop_rule_agreement, pass; paper/WRITER_INPUTS_v4.md:288,468-470; scored be9edac with the pre-data scorer a015ace",2026-09-24,,as previously scored,False,registered rule,own-S1
own-S2,own-seed thresholds,results/own_threshold_prediction.md,312829f,PASS,S2: x50 at 64k equals median(own R_glob)/R_glob_pop within +-0.02. Scored: 1.0454 vs 1.0359 (difference 0.0095): PASS.,"results/own_threshold_scores.csv (row S2, col pass)",no," | evidence: results/own_threshold_scores.csv row S2 cols x50_64k, median_own_over_pop, diff, pass; paper/WRITER_INPUTS_v4.md:289,471-473; scored be9edac",2026-09-24,,as previously scored,False,registered rule,own-S2
own-S3@1.30,own-seed thresholds,results/own_threshold_prediction.md,312829f,PASS,"S3 at a = 1.30, all of: (a) median own/pop - 1 >= half the free-training offset (>= 4.8%); (b) Spearman(crossing R, own R_glob) > 0, one-sided p < 0.05; (c) offset vs own < offset vs pop. Scored: (a) 5.74% >= 4.8%; (b) rho 0.877, p ~1e-5; (c) 3.1% < 9.2%: PASS.","results/own_threshold_scores.csv (row 'S3 a=1.30', col pass)",no,"Registration line 60: 'S3 (a-c at each a) scored separately', so one row per a; sub-parts a-c are conjunctive and folded (precedent C-2 (kappa)). Competing outcome (own thresholds centred, median ratio within +-1%) rejected at both a (col competing_centred_within_1pct False); folded here. Scored eca87b4. | evidence: results/own_threshold_scores.csv row 'S3 a=1.30' cols S3a_pass, S3b_pass, S3c_pass, pass; paper/WRITER_INPUTS_v4.md:438-445",2026-09-24,,as previously scored,False,registered rule,own-S3
own-S3@1.50,own-seed thresholds,results/own_threshold_prediction.md,312829f,FAIL,"S3 at a = 1.50, same three conditions with (a) >= 6.3%. Scored: (a) 5.56% < 6.3% FAIL; (b) rho 0.881 pass; (c) 6.4% < 11.9% pass: FAIL.","results/own_threshold_scores.csv (row 'S3 a=1.50', col pass)",no,"Registration line 60: 'S3 (a-c at each a) scored separately', so one row per a; sub-parts a-c are conjunctive and folded (precedent C-2 (kappa)). Competing outcome (own thresholds centred, median ratio within +-1%) rejected at both a (col competing_centred_within_1pct False); folded here. Scored eca87b4. | evidence: results/own_threshold_scores.csv row 'S3 a=1.50' cols S3a_pass, S3b_pass, S3c_pass, pass; paper/WRITER_INPUTS_v4.md:438-441",2026-09-24,,as previously scored,False,registered rule,own-S3
size-N1@1.30,sample size,results/sample_size_prediction.md,04e7668,PASS,"N1: own excess decreases with n: excess(400) > excess(1,600) > excess(6,400) AND bootstrap interval of excess(400) - excess(6,400) above 0. Scored a = 1.30: 4.2% > 3.9% > 1.2%, interval [0.3, 6.1]%: PASS.","results/sample_size_tests.csv (a = 1.3, N1_pass)",no,"Registered 'per a; scored separately at a = 1.30 and 1.50', so one row per a. Reporting addendum dc02876 and amendment 1 07e1529 (gates enforced, parsing) changed no criterion. Scored ba7eb04. | evidence: results/sample_size_tests.csv row a=1.3 col N1_pass; results/sample_size_cells.csv; paper/WRITER_INPUTS_v4.md:577",2026-09-24,,as previously scored,False,registered rule,size-N1
size-N1@1.50,sample size,results/sample_size_prediction.md,04e7668,PASS,"N1 at a = 1.50: 4.4% > 3.6% > 1.1%, interval [0.1, 6.4]%: PASS.","results/sample_size_tests.csv (a = 1.5, N1_pass)",no,"Registered 'per a; scored separately at a = 1.30 and 1.50', so one row per a. Reporting addendum dc02876 and amendment 1 07e1529 (gates enforced, parsing) changed no criterion. Scored ba7eb04. | evidence: results/sample_size_tests.csv row a=1.5 col N1_pass; paper/WRITER_INPUTS_v4.md:577",2026-09-24,,as previously scored,False,registered rule,size-N1
size-N2@1.30,sample size,results/sample_size_prediction.md,04e7668,FAIL,"N2: free-training offset decreases, same two conditions. Scored a = 1.30: 7.1% > 5.6% > 4.2% but interval of offset(400) - offset(6,400) [-0.5, 5.6]% includes 0: FAIL (interval condition only). Competing ('offset not a finite-sample effect', reported alongside N2) holds at 1.30.","results/sample_size_tests.csv (a = 1.3, N2_pass)",no,"Registered 'per a; scored separately at a = 1.30 and 1.50', so one row per a. Reporting addendum dc02876 and amendment 1 07e1529 (gates enforced, parsing) changed no criterion. Scored ba7eb04. Competing outcome folded here. | evidence: results/sample_size_tests.csv row a=1.3 cols offset_400_minus_6400_ci_lo/hi, N2_pass, competing_offset_not_finite_sample; paper/WRITER_INPUTS_v4.md:578,594-595",2026-09-24,,as previously scored,False,registered rule,size-N2
size-N2@1.50,sample size,results/sample_size_prediction.md,04e7668,PASS,"N2 at a = 1.50: 10.6% > 8.5% > 7.5%, interval [0.7, 6.3]%: PASS. Competing does not hold at 1.50.","results/sample_size_tests.csv (a = 1.5, N2_pass)",no,"Registered 'per a; scored separately at a = 1.30 and 1.50', so one row per a. Reporting addendum dc02876 and amendment 1 07e1529 (gates enforced, parsing) changed no criterion. Scored ba7eb04. Competing outcome folded here. | evidence: results/sample_size_tests.csv row a=1.5 col N2_pass; paper/WRITER_INPUTS_v4.md:578",2026-09-24,,as previously scored,False,registered rule,size-N2
size-N3@1.30,sample size,results/sample_size_prediction.md,04e7668,FAIL,"N3: at each n, own excess >= free offset / 2; passes at a given a iff it holds at all three n. Scored a = 1.30: holds at 400 and 1,600, fails at 6,400 (1.2% < 2.1%): FAIL.","results/sample_size_tests.csv (a = 1.3, N3_pass)",no,"Registered 'per a; scored separately at a = 1.30 and 1.50', so one row per a. Reporting addendum dc02876 and amendment 1 07e1529 (gates enforced, parsing) changed no criterion. Scored ba7eb04. Per-cell verdicts folded. | evidence: results/sample_size_tests.csv row a=1.3 col N3_pass; results/sample_size_cells.csv col N3_pass (per cell); paper/WRITER_INPUTS_v4.md:579",2026-09-24,,as previously scored,False,registered rule,size-N3
size-N3@1.50,sample size,results/sample_size_prediction.md,04e7668,FAIL,"N3 at a = 1.50: fails at all three n (4.4% < 5.3%, 3.6% < 4.3%, 1.1% < 3.7%): FAIL.","results/sample_size_tests.csv (a = 1.5, N3_pass)",no,"Registered 'per a; scored separately at a = 1.30 and 1.50', so one row per a. Reporting addendum dc02876 and amendment 1 07e1529 (gates enforced, parsing) changed no criterion. Scored ba7eb04. Per-cell verdicts folded. | evidence: results/sample_size_tests.csv row a=1.5 col N3_pass; results/sample_size_cells.csv; paper/WRITER_INPUTS_v4.md:579",2026-09-24,,as previously scored,False,registered rule,size-N3
lag-L1@1.30,lag test,results/lag_test_prediction.md,bd8cb9c,PASS,"L1 (primary), all of: residual(0.25) < residual(0.5) < residual(1) < residual(2); 95% interval of residual(1) - residual(0.25) above 0; residual(0.25) <= 1/2 residual(1). Scored a = 1.30: 0.47/2.66/3.11/3.12%, interval [2.1, 2.8]%: PASS; competing (no dependence) rejected.","results/lag_test_tests.csv (global, a = 1.3, L1_pass)",no,"Registered 'scored separately at a = 1.30 and 1.50, on the primary threshold', so one row per a. Primary threshold = global own threshold by the registered branch rule (init-selected branch matched 51.4% < 90%). Registration file added under this name in bd8cb9c; design aa53931 was lag_test_design.md (renamed). Scored a9a8324. Confound stated beside the verdict: plateau time rises steeply as phi falls (WRITER_INPUTS_v4.md:507-517). The deconfounded test (lag2) later failed L1', and the 'adiabatic lag' sentence was withdrawn; L1 stands as scored. | evidence: results/lag_test_tests.csv row global/1.3 cols L1_pass, competing_no_dependence; results/lag_test_cells.csv; paper/WRITER_INPUTS_v4.md:487-495",2026-09-24,,as previously scored,False,registered rule,lag-L1
lag-L1@1.50,lag test,results/lag_test_prediction.md,bd8cb9c,PASS,"L1 at a = 1.50: 1.07/5.34/6.56/6.64%, interval [4.4, 5.9]%: PASS; competing rejected.","results/lag_test_tests.csv (global, a = 1.5, L1_pass)",no,"Registered 'scored separately at a = 1.30 and 1.50, on the primary threshold', so one row per a. Primary threshold = global own threshold by the registered branch rule (init-selected branch matched 51.4% < 90%). Registration file added under this name in bd8cb9c; design aa53931 was lag_test_design.md (renamed). Scored a9a8324. | evidence: results/lag_test_tests.csv row global/1.5 col L1_pass; paper/WRITER_INPUTS_v4.md:490-495",2026-09-24,,as previously scored,False,registered rule,lag-L1
lag-L2@1.30,lag test,results/lag_test_prediction.md,bd8cb9c,FAIL,"L2 (secondary, proportionality): residual(0.5)/residual(1) in [0.30, 0.70] AND residual(0.25)/residual(1) in [0.05, 0.45]. Scored a = 1.30: 0.858 (outside), 0.152 (inside): FAIL.","results/lag_test_tests.csv (global, a = 1.3, L2_pass)",no,"Registered 'scored separately at a = 1.30 and 1.50, on the primary threshold', so one row per a. Primary threshold = global own threshold by the registered branch rule (init-selected branch matched 51.4% < 90%). Registration file added under this name in bd8cb9c; design aa53931 was lag_test_design.md (renamed). Scored a9a8324. | evidence: results/lag_test_tests.csv row global/1.3 cols ratio_05, ratio_025, L2_pass; paper/WRITER_INPUTS_v4.md:497-501",2026-09-24,,as previously scored,False,registered rule,lag-L2
lag-L2@1.50,lag test,results/lag_test_prediction.md,bd8cb9c,FAIL,"L2 at a = 1.50: 0.815 (outside), 0.163 (inside): FAIL.","results/lag_test_tests.csv (global, a = 1.5, L2_pass)",no,"Registered 'scored separately at a = 1.30 and 1.50, on the primary threshold', so one row per a. Primary threshold = global own threshold by the registered branch rule (init-selected branch matched 51.4% < 90%). Registration file added under this name in bd8cb9c; design aa53931 was lag_test_design.md (renamed). Scored a9a8324. | evidence: results/lag_test_tests.csv row global/1.5 cols ratio_05, ratio_025, L2_pass; paper/WRITER_INPUTS_v4.md:497-501",2026-09-24,,as previously scored,False,registered rule,lag-L2
lag2-L1'@1.30,lag test 2 (deconfounded),results/lag_test2_prediction.md,38e0cf7,FAIL,"L1' (primary), same three conditions as L1. Scored a = 1.30 (primary rule): residual 2.78/3.02/3.11/3.16%; ordering holds; interval of residual(1) - residual(0.25) [0.22, 0.69]% above 0; residual(0.25)/residual(1) = 0.894 > 0.5: FAIL.",results/lag_test2_prediction.md:132-136,no,"Registered 'scored separately at each a'. Amendment 1 d205a1a (before any continuation at phi != 1) replaced the primary switch rule (R >= max(0.7 R_own, commitment level) after the last plateau exit); t* rule kept as secondary, no verdict. Scored 8975521. Competing (no dependence) not met. The t* secondary analysis would pass L1' criteria (ratio 0.229); reported with no verdict, not a rescue. | evidence: results/lag_test2_prediction.md:127-136; results/lag_test2_tests.csv row primary/all/1.3 col L1p_pass; paper/WRITER_INPUTS_v4.md:538-548",2026-09-24,,as previously scored,False,registered rule,lag2-L1'
lag2-L1'@1.50,lag test 2 (deconfounded),results/lag_test2_prediction.md,38e0cf7,FAIL,"L1' at a = 1.50: 5.63/6.29/6.56/6.67%; ordering holds; interval [0.66, 1.64]% above 0; ratio 0.859 > 0.5: FAIL.",results/lag_test2_prediction.md:132-136,no,"Registered 'scored separately at each a'. Amendment 1 d205a1a (before any continuation at phi != 1) replaced the primary switch rule (R >= max(0.7 R_own, commitment level) after the last plateau exit); t* rule kept as secondary, no verdict. Scored 8975521. t* rule would pass L1' criteria (ratio 0.250); no verdict attached. | evidence: results/lag_test2_tests.csv row primary/all/1.5 col L1p_pass; paper/WRITER_INPUTS_v4.md:538-548",2026-09-24,,as previously scored,False,registered rule,lag2-L1'
lag2-L2'@1.30,lag test 2 (deconfounded),results/lag_test2_prediction.md,38e0cf7,FAIL,"L2': residual(0.5)/residual(1) in [0.30, 0.70] AND residual(0.25)/residual(1) in [0.05, 0.45]. Scored a = 1.30: 0.974 and 0.894: FAIL.",results/lag_test2_prediction.md:137-139,no,"Registered 'scored separately at each a'. Amendment 1 d205a1a (before any continuation at phi != 1) replaced the primary switch rule (R >= max(0.7 R_own, commitment level) after the last plateau exit); t* rule kept as secondary, no verdict. Scored 8975521. | evidence: results/lag_test2_tests.csv row primary/all/1.3 cols ratio_05, ratio_025, L2p_pass; paper/WRITER_INPUTS_v4.md:538",2026-09-24,,as previously scored,False,registered rule,lag2-L2'
lag2-L2'@1.50,lag test 2 (deconfounded),results/lag_test2_prediction.md,38e0cf7,FAIL,L2' at a = 1.50: 0.958 and 0.859: FAIL.,results/lag_test2_prediction.md:137-139,no,"Registered 'scored separately at each a'. Amendment 1 d205a1a (before any continuation at phi != 1) replaced the primary switch rule (R >= max(0.7 R_own, commitment level) after the last plateau exit); t* rule kept as secondary, no verdict. Scored 8975521. | evidence: results/lag_test2_tests.csv row primary/all/1.5 cols ratio_05, ratio_025, L2p_pass; paper/WRITER_INPUTS_v4.md:538",2026-09-24,,as previously scored,False,registered rule,lag2-L2'
c1-primary,c1 first order,results/first_order_prediction.md,f92b1b5,UNRESOLVED,"PASS iff the predicted c1 [0.2852300, 0.2852303] meets the feasible set C; FAIL iff not, or C empty; INCONCLUSIVE iff C is wider than 0.1. Scored: C = [0.22521, 0.33020], width 0.105 > 0.1: INCONCLUSIVE (prediction inside C; 'not a pass').",results/first_order_prediction.md:125-129,no,"Registered INCONCLUSIVE mapped to UNRESOLVED. Supplementary analysis ada4388, status/cross-check 3430af4, amendment 2 8448da2 (Ghat(1.01) from the rescaled certified search, same supremum and 1e-6 target; before any a = 1.01 verdict). Scored c9bae48. All four brackets stopped at an unresolved midpoint (allowed by the procedure). The supplementary branch-root set [0.2846, 0.2859] contains the prediction but carries no verdict by registration; not a rescue. | evidence: results/first_order_prediction.md:36-40,125-144; results/first_order_scores.csv row 'c1 (primary)' cols feasible_width, verdict; paper/WRITER_INPUTS_v4.md:208-215",2026-09-24,,as previously scored,False,registered rule,c1-primary
c1-k1,c1 first order,results/first_order_prediction.md,f92b1b5,PASS,"Registered component test (secondary), same feasible-set construction on K(eps) = Ghat/eps^1.5. Scored: C_k = [-0.377494, -0.376195], width 0.0013, prediction -0.376925 inside: PASS.",results/first_order_prediction.md:151,no,"Supplementary analysis ada4388, status/cross-check 3430af4, amendment 2 8448da2 (Ghat(1.01) from the rescaled certified search, same supremum and 1e-6 target; before any a = 1.01 verdict). Scored c9bae48. [component test] | evidence: results/first_order_prediction.md:50-54,150-151; results/first_order_scores.csv row 'k1 (secondary)' col verdict; paper/WRITER_INPUTS_v4.md:215",2026-09-24,,as previously scored,False,registered rule,c1-k1
c1-Aprime,c1 first order,results/first_order_prediction.md,f92b1b5,UNRESOLVED,"Registered component test (secondary) on A_eps = s eps^1.5 against the Krawczyk A*. Scored: C_A = [0.6019, 0.7073], width 0.105 > 0.1: INCONCLUSIVE (prediction 0.662155 inside).",results/first_order_prediction.md:152,no,"INCONCLUSIVE mapped to UNRESOLVED (the registration's INCONCLUSIVE rule applied to the component by the committed scorer). Supplementary analysis ada4388, status/cross-check 3430af4, amendment 2 8448da2 (Ghat(1.01) from the rescaled certified search, same supremum and 1e-6 target; before any a = 1.01 verdict). Scored c9bae48. [component test] | evidence: results/first_order_prediction.md:50-54,152; results/first_order_scores.csv row ""A'/A* (secondary)"" col verdict; paper/WRITER_INPUTS_v4.md:215",2026-09-24,,as previously scored,False,registered rule,c1-Aprime
pown-P1@1.30,prospective own-seed,results/prospective_own_prediction.md,e149370,PASS,"P1 (primary): mean over windows of per-run |err| of U_own minus that of U; window-level bootstrap 95% interval entirely below 0. Scored a = 1.30: -0.0696 [-0.0852, -0.0565]: PASS.",results/prospective_own_prediction.md:255,no,"Registered 'scored separately at each a; each a has 8 windows', so one row per a. Amendments 07e1529 (gates, parsing) and 2758622 (secondary S-mix/S-early) changed no P1-P4 criterion; predictions frozen 44f3031 (SHA-256 c428e556...e042). Scored 9563e2f. | evidence: results/prospective_own_scores.csv row 'primary (crossers)'/1.30/P1 col pass; paper/WRITER_INPUTS_v4.md:653-654",2026-09-24,,as previously scored,False,registered rule,pown-P1
pown-P1@1.50,prospective own-seed,results/prospective_own_prediction.md,e149370,PASS,"P1 (primary): mean over windows of per-run |err| of U_own minus that of U; window-level bootstrap 95% interval entirely below 0. Scored a = 1.50: -0.0695 [-0.0864, -0.0562]: PASS.",results/prospective_own_prediction.md:259,no,"Registered 'scored separately at each a; each a has 8 windows', so one row per a. Amendments 07e1529 (gates, parsing) and 2758622 (secondary S-mix/S-early) changed no P1-P4 criterion; predictions frozen 44f3031 (SHA-256 c428e556...e042). Scored 9563e2f. | evidence: results/prospective_own_scores.csv row 'primary (crossers)'/1.50/P1 col pass; paper/WRITER_INPUTS_v4.md:653-654",2026-09-24,,as previously scored,False,registered rule,pown-P1
pown-P2a@1.30,prospective own-seed,results/prospective_own_prediction.md,e149370,PASS,"P2a (a = 1.30, non-inferiority): median per-run |err| of U_own minus that of C; 95% interval upper end < 0.01. Scored: -0.0136 [-0.0256, -0.0016]: PASS (interval also entirely below 0).",results/prospective_own_prediction.md:256,no,"Registered 'scored separately at each a; each a has 8 windows', so one row per a. Amendments 07e1529 (gates, parsing) and 2758622 (secondary S-mix/S-early) changed no P1-P4 criterion; predictions frozen 44f3031 (SHA-256 c428e556...e042). Scored 9563e2f. | evidence: results/prospective_own_scores.csv row primary/1.3/P2a col pass; paper/WRITER_INPUTS_v4.md:655-656",2026-09-24,,as previously scored,False,registered rule,pown-P2a
pown-P2b@1.50,prospective own-seed,results/prospective_own_prediction.md,e149370,PASS,"P2b (a = 1.50): mean per-run |err| of U_own minus C; pass iff interval NOT entirely below 0 (U_own does not beat C; an unexpected win would be a failure). Scored: +0.0226 [+0.0091, +0.0363]: PASS (expectation held; C better, interval entirely above 0).",results/prospective_own_prediction.md:260,no,"Registered 'scored separately at each a; each a has 8 windows', so one row per a. Amendments 07e1529 (gates, parsing) and 2758622 (secondary S-mix/S-early) changed no P1-P4 criterion; predictions frozen 44f3031 (SHA-256 c428e556...e042). Scored 9563e2f. | evidence: results/prospective_own_scores.csv row primary/1.5/P2b cols pass, C_better_interval_above_0; paper/WRITER_INPUTS_v4.md:657",2026-09-24,,as previously scored,False,registered rule,pown-P2b
pown-P3@1.30,prospective own-seed,results/prospective_own_prediction.md,e149370,PASS,"P3 (fitted, labelled): mean per-run |err| of C_own minus that of C; interval entirely below 0. Scored a = 1.30: -0.0448 [-0.0553, -0.0334]: PASS.",results/prospective_own_prediction.md:257,no,"Registered 'scored separately at each a; each a has 8 windows', so one row per a. Amendments 07e1529 (gates, parsing) and 2758622 (secondary S-mix/S-early) changed no P1-P4 criterion; predictions frozen 44f3031 (SHA-256 c428e556...e042). Scored 9563e2f. rho_res fitted on the base window (in-sample caveat, registration line 94-95). | evidence: results/prospective_own_scores.csv row primary/1.30/P3 col pass; paper/WRITER_INPUTS_v4.md:658",2026-09-24,,as previously scored,False,registered rule,pown-P3
pown-P3@1.50,prospective own-seed,results/prospective_own_prediction.md,e149370,PASS,"P3 (fitted, labelled): mean per-run |err| of C_own minus that of C; interval entirely below 0. Scored a = 1.50: -0.0318 [-0.0436, -0.0196]: PASS.",results/prospective_own_prediction.md:261,no,"Registered 'scored separately at each a; each a has 8 windows', so one row per a. Amendments 07e1529 (gates, parsing) and 2758622 (secondary S-mix/S-early) changed no P1-P4 criterion; predictions frozen 44f3031 (SHA-256 c428e556...e042). Scored 9563e2f. rho_res fitted on the base window (in-sample caveat, registration line 94-95). | evidence: results/prospective_own_scores.csv row primary/1.50/P3 col pass; paper/WRITER_INPUTS_v4.md:658",2026-09-24,,as previously scored,False,registered rule,pown-P3
pown-P4@1.30,prospective own-seed,results/prospective_own_prediction.md,e149370,PASS,"P4: median over all crossing runs at that a (pooled over 8 settings) of per-run |log err| of U_own lies in [0.001, 0.061]. Scored a = 1.30: 0.0419: PASS.",results/prospective_own_prediction.md:258,no,"Registered 'scored separately at each a; each a has 8 windows', so one row per a. Amendments 07e1529 (gates, parsing) and 2758622 (secondary S-mix/S-early) changed no P1-P4 criterion; predictions frozen 44f3031 (SHA-256 c428e556...e042). Scored 9563e2f. | evidence: results/prospective_own_scores.csv row primary/1.30/P4 col pass; paper/WRITER_INPUTS_v4.md:659-660",2026-09-24,,as previously scored,False,registered rule,pown-P4
pown-P4@1.50,prospective own-seed,results/prospective_own_prediction.md,e149370,PASS,"P4: median over all crossing runs at that a (pooled over 8 settings) of per-run |log err| of U_own lies in [0.034, 0.094]. Scored a = 1.50: 0.0867: PASS.",results/prospective_own_prediction.md:262,no,"Registered 'scored separately at each a; each a has 8 windows', so one row per a. Amendments 07e1529 (gates, parsing) and 2758622 (secondary S-mix/S-early) changed no P1-P4 criterion; predictions frozen 44f3031 (SHA-256 c428e556...e042). Scored 9563e2f. | evidence: results/prospective_own_scores.csv row primary/1.50/P4 col pass; paper/WRITER_INPUTS_v4.md:659-660",2026-09-24,,as previously scored,False,registered rule,pown-P4
pown-Searly-match@1.30,prospective own-seed,results/prospective_own_prediction.md,2758622,PASS,"S-early match rate between early branch and branch at crossing expected 0.865; 'consistent' iff within +-0.10; undefined runs count as misses. Scored a = 1.30: 0.870 (460 crossers, 0 undefined): consistent.",results/prospective_own_prediction.md:282,no,"Secondary S-early registered by amendment 2 (2758622) before any computation on the new settings; registered expectations with explicit ranges, scored by the committed scorer (score_secondary), one row per a. JUDGEMENT (kind): counted as predictions; could be treated as secondary expectations outside the headline. | evidence: results/prospective_own_early_scores.csv row a=1.3 cols match_rate, match_consistent; paper/WRITER_INPUTS_v4.md:662-664",2026-09-24,,as previously scored,False,registered rule,pown-Searly-match
pown-Searly-match@1.50,prospective own-seed,results/prospective_own_prediction.md,2758622,PASS,"S-early match rate between early branch and branch at crossing expected 0.892; 'consistent' iff within +-0.10; undefined runs count as misses. Scored a = 1.50: 0.878 (460 crossers, 0 undefined): consistent.",results/prospective_own_prediction.md:282,no,"Secondary S-early registered by amendment 2 (2758622) before any computation on the new settings; registered expectations with explicit ranges, scored by the committed scorer (score_secondary), one row per a. JUDGEMENT (kind): counted as predictions; could be treated as secondary expectations outside the headline. | evidence: results/prospective_own_early_scores.csv row a=1.5 cols match_rate, match_consistent; paper/WRITER_INPUTS_v4.md:662-664",2026-09-24,,as previously scored,False,registered rule,pown-Searly-match
pown-Searly-err-unfitted@1.30,prospective own-seed,results/prospective_own_prediction.md,2758622,PASS,"S-early per-run |log err| median (unfitted: early branch's own threshold) should lie in the base-window 10-90th percentile range [0.029, 0.053]. Scored a = 1.30: 0.0440: in range.",results/prospective_own_prediction.md:288,no,"Secondary S-early registered by amendment 2 (2758622) before any computation on the new settings; registered expectations with explicit ranges, scored by the committed scorer (score_secondary), one row per a. JUDGEMENT (kind): counted as predictions; could be treated as secondary expectations outside the headline. | evidence: results/prospective_own_early_scores.csv row a=1.3 cols err_unfitted_median, err_unfitted_in_expected_range; paper/WRITER_INPUTS_v4.md:666",2026-09-24,,as previously scored,False,registered rule,pown-Searly-err-unfitted
pown-Searly-err-unfitted@1.50,prospective own-seed,results/prospective_own_prediction.md,2758622,PASS,"S-early per-run |log err| median (unfitted: early branch's own threshold) should lie in the base-window 10-90th percentile range [0.065, 0.124]. Scored a = 1.50: 0.0919: in range.",results/prospective_own_prediction.md:288,no,"Secondary S-early registered by amendment 2 (2758622) before any computation on the new settings; registered expectations with explicit ranges, scored by the committed scorer (score_secondary), one row per a. JUDGEMENT (kind): counted as predictions; could be treated as secondary expectations outside the headline. | evidence: results/prospective_own_early_scores.csv row a=1.5 cols err_unfitted_median, err_unfitted_in_expected_range; paper/WRITER_INPUTS_v4.md:666",2026-09-24,,as previously scored,False,registered rule,pown-Searly-err-unfitted
pown-Searly-err-fitted@1.30,prospective own-seed,results/prospective_own_prediction.md,2758622,PASS,"S-early per-run |log err| median (fitted, x(1+r)) should lie in [0.004, 0.023]. Scored a = 1.30: 0.0145: in range.",results/prospective_own_prediction.md:289-290,no,"Secondary S-early registered by amendment 2 (2758622) before any computation on the new settings; registered expectations with explicit ranges, scored by the committed scorer (score_secondary), one row per a. JUDGEMENT (kind): counted as predictions; could be treated as secondary expectations outside the headline. The fitted ranges are in-sample for r (registration line 217). | evidence: results/prospective_own_early_scores.csv row a=1.3 cols err_fitted_median, err_fitted_in_expected_range",2026-09-24,,as previously scored,False,registered rule,pown-Searly-err-fitted
pown-Searly-err-fitted@1.50,prospective own-seed,results/prospective_own_prediction.md,2758622,PASS,"S-early per-run |log err| median (fitted, x(1+r)) should lie in [0.005, 0.063]. Scored a = 1.50: 0.0308: in range.",results/prospective_own_prediction.md:289-290,no,"Secondary S-early registered by amendment 2 (2758622) before any computation on the new settings; registered expectations with explicit ranges, scored by the committed scorer (score_secondary), one row per a. JUDGEMENT (kind): counted as predictions; could be treated as secondary expectations outside the headline. The fitted ranges are in-sample for r (registration line 217). | evidence: results/prospective_own_early_scores.csv row a=1.5 cols err_fitted_median, err_fitted_in_expected_range",2026-09-24,,as previously scored,False,registered rule,pown-Searly-err-fitted
sl-width1,scale limits (width 2),results/scale_limits_prediction.md,d9e3ec4,PASS,Width-1 consistency check: the Var-selected dmu-maximiser has G <= 0 at all six a (stop otherwise). Scored: G = -3.662 ... -3.349 at a = 1.30-1.60: PASS.,results/scale_limits_prediction.md (Result); scale_limits_width1.csv,no,,2026-09-25,,as previously scored,False,registered rule,sl-width1
sl-tanh,scale limits (width 2),results/scale_limits_tanh_prediction.md,85123ca,FAIL,"Expected T1: supremum approached by placed configurations, not attained (maxima < 1 and rising; maximisers on the box boundary; Var-selected member placed at every A). Scored: NEITHER - the boundary condition failed at A = 40 (tie tolerance 1e-9 of the order of 1 - max = 4.1e-9); every other expectation held.",results/scale_limits_tanh_prediction.md (Result; author's decision),no,"Registered expectation not met as written, recorded 'neither' by the author's decision (E-stall convention: FAIL); non-attainment proved analytically.",2026-09-25,,as previously scored,False,registered rule,sl-tanh
4b-ID@1.30,Block 4b (residual mechanism),results/residual_mechanism_design.md,cf1cdf7,FAIL,"ID (inherited displacement: teleport removes >= half the residual and reset does not), scored separately at each a. Scored a = 1.30: neither arm removes half; the registered competing outcome holds.",results/residual_mechanism_design.md (Result); residual_mechanism_scores.csv,no,,2026-09-25,,as previously scored,False,registered rule,4b-ID
4b-OM@1.30,Block 4b (residual mechanism),results/residual_mechanism_design.md,cf1cdf7,FAIL,"OM (optimiser memory: reset removes >= half the residual and teleport does not), scored separately at each a. Scored a = 1.30: neither arm removes half; the registered competing outcome holds.",results/residual_mechanism_design.md (Result); residual_mechanism_scores.csv,no,,2026-09-25,,as previously scored,False,registered rule,4b-OM
4b-ID@1.50,Block 4b (residual mechanism),results/residual_mechanism_design.md,cf1cdf7,FAIL,"ID (inherited displacement: teleport removes >= half the residual and reset does not), scored separately at each a. Scored a = 1.50: neither arm removes half; the registered competing outcome holds.",results/residual_mechanism_design.md (Result); residual_mechanism_scores.csv,no,,2026-09-25,,as previously scored,False,registered rule,4b-ID
